Invoice ID,Customer,Division,Department,Cost Center,Vendor,Invoice Date,Due Date,Amount,Tax,Currency,Payment Method,Payment Status,Days Late,Expense Category,Account Code,Ledger Type,Revenue,Is_Default,Credit_Score,Credit_Risk_Level,Net_Profit,Audit_Risk_Score,Predicted Expense Category
INV-2023-13507,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Siemens EDA (Mentor Graphics),2023-01-03,2023-03-04,806630.59,145193.51,INR,Bank Transfer (RTGS),Paid,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS),1189946.27095383,0,792,Very Good,238122.17095383012,0,EDA Tools & Software Licenses
INV-2023-11997,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Compass Group,2023-01-04,2023-02-03,22769.48,4098.51,INR,Bank Transfer (NEFT),Paid,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx),32726.7029776188,0,741,Very Good,5858.712977618799,0,Office Utilities & Janitorial
INV-2023-12926,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,DAC (Design Automation Conference),2023-01-04,2023-03-05,22273.87,4009.3,INR,Corporate Credit Card,Pending,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing,24583.540929201296,1,621,Fair,-1699.6290707987037,0,Event Sponsorships & Conferences
INV-2023-11133,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Compass Group,2023-01-04,2023-02-18,17263.61,3107.45,INR,Corporate UPI,Paid,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx),19316.13068505327,0,697,Good,-1054.9293149467294,0,Office Utilities & Janitorial
INV-2023-10438,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,Uber,2023-01-04,2023-02-03,164931.39,29687.65,INR,Corporate Credit Card,Paid,0,Travel & Lodging,AC-5012,Travel & Entertainment,220346.4356259988,0,786,Very Good,25727.395625998783,0,Travel & Lodging
INV-2023-12211,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,GreytHR,2023-01-04,2023-01-19,77974.49,14035.41,INR,Bank Transfer (NEFT),Paid,0,HR & Payroll Software,AC-5008,Operating Expense (OpEx),90140.35768233995,0,304,Very Poor,-1869.5423176600561,0,HR & Payroll Software
INV-2023-12494,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Cadence Design Systems,2023-01-04,2023-02-18,19594.39,0.0,USD,Wire Transfer,Paid,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS),29378.1524797787,0,585,Fair,9783.7624797787,0,EDA Tools & Software Licenses
INV-2023-13249,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Citibank,2023-01-04,2023-02-03,84788.41,15261.91,INR,Direct Debit,Paid,0,Bank & Financial Charges,AC-5014,Administrative & General,113220.80311769637,0,701,Good,13170.483117696367,0,Bank & Financial Charges
INV-2023-12108,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Google Cloud Platform (GCP),2023-01-04,2023-03-05,6201.0,0.0,USD,Wire Transfer,Overdue,17,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS),7385.974045147846,0,364,Very Poor,1184.9740451478456,0,Cloud Compute & Server Hosting
INV-2023-13907,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Atlassian (Jira/Confluence),2023-01-04,2023-02-18,71857.67,12934.38,INR,Corporate Credit Card,Paid,0,Software Subscriptions (SaaS),AC-5005,Operating Expense (OpEx),105982.3750806425,0,632,Fair,21190.3250806425,0,Software Subscriptions (SaaS)
INV-2023-10445,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,InCore Semiconductors,2023-01-04,2023-01-19,3381976.86,608755.83,INR,Bank Transfer (NEFT),Overdue,60,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS),4899876.929322791,1,453,Very Poor,909144.2393227915,1,EDA Tools & Software Licenses
INV-2023-14360,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,IESA Vision Summit,2023-01-05,2023-02-19,83523.47,15034.22,INR,Corporate Credit Card,Overdue,38,Event Sponsorships & Conferences,AC-5011,Sales & Marketing,106165.14739291297,0,708,Good,7607.457392912971,0,Event Sponsorships & Conferences
INV-2023-14648,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Deloitte,2023-01-05,2023-02-04,37786.74,6801.61,INR,Bank Transfer (NEFT),Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General,49900.38260916909,1,501,Very Poor,5312.032609169096,0,Legal & Accounting Fees
INV-2023-10878,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Intel Altera,2023-01-05,2023-02-19,1914102.76,344538.5,INR,Bank Transfer (RTGS),Paid,0,Hardware Emulation & IP Licensing,AC-5001,Direct Services Cost (COGS),2258848.2224944867,0,673,Good,206.96249448671006,0,Hardware Emulation & IP Licensing
INV-2023-12653,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,Air India,2023-01-06,2023-03-07,132260.04,23806.81,INR,Direct Debit,Paid,0,Travel & Lodging,AC-5012,Travel & Entertainment,165242.62167052535,0,589,Fair,9175.771670525337,0,Travel & Lodging
INV-2023-12480,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,SAP SuccessFactors,2023-01-06,2023-02-20,27649.77,4976.96,INR,Direct Debit,Paid,0,HR & Payroll Software,AC-5008,Operating Expense (OpEx),40295.54174243558,0,699,Good,7668.811742435576,0,HR & Payroll Software
INV-2023-10097,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,CII Conferences,2023-01-06,2023-01-21,85958.39,15472.51,INR,Corporate Credit Card,Pending,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing,96077.3153295295,0,548,Very Poor,-5353.5846704704945,0,Event Sponsorships & Conferences
INV-2023-11680,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Siemens EDA (Mentor Graphics),2023-01-06,2023-03-07,1711778.31,308120.1,INR,Bank Transfer (RTGS),Paid,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS),1936275.319528566,0,573,Very Poor,-83623.09047143406,0,EDA Tools & Software Licenses
INV-2023-10840,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Cisco Systems,2023-01-06,2023-02-20,409653.85,73737.69,INR,Corporate Credit Card,Paid,0,Hardware & Workstations,AC-5015,Operating Expense (OpEx),478568.94274384575,0,588,Fair,-4822.597256154229,0,Hardware & Workstations
INV-2023-11908,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Slack,2023-01-06,2023-03-07,47346.12,8522.3,INR,Corporate Credit Card,Pending,0,Software Subscriptions (SaaS),AC-5005,Operating Expense (OpEx),52709.010387413844,0,746,Very Good,-3159.409612586158,0,Software Subscriptions (SaaS)
INV-2023-14838,Silicon Interfaces,VLSI Division,VLSI Lab & Validation,CC-VLSI-LAB,Keysight Technologies,2023-01-06,2023-03-07,2351272.52,423229.05,INR,Bank Transfer (RTGS),Paid,0,Lab Equipment & Testing Services,AC-5002,Direct Services Cost (COGS),2860257.720670438,0,830,Exceptional,85756.1506704379,0,Lab Equipment & Testing Services
INV-2023-12258,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,GreytHR,2023-01-07,2023-03-08,64535.54,11616.4,INR,Corporate Credit Card,Paid,0,HR & Payroll Software,AC-5008,Operating Expense (OpEx),96128.6782120153,0,342,Very Poor,19976.73821201529,0,HR & Payroll Software
INV-2023-13940,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,AZB & Partners,2023-01-07,2023-02-06,94841.67,17071.5,INR,Bank Transfer (NEFT),Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General,106361.64414713024,0,397,Very Poor,-5551.52585286976,0,Legal & Accounting Fees
INV-2023-12869,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,KPMG,2023-01-07,2023-03-08,50534.17,9096.15,INR,Corporate Credit Card,Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General,68505.54016102334,0,575,Very Poor,8875.22016102334,0,Legal & Accounting Fees
INV-2023-14920,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Vi Enterprise,2023-01-07,2023-01-22,95884.95,17259.29,INR,Corporate Credit Card,Paid,0,Internet & Telecom,AC-5016,Operating Expense (OpEx),123019.91470161774,0,319,Very Poor,9875.674701617747,0,Internet & Telecom
INV-2023-14584,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Tessolve,2023-01-07,2023-02-21,404612.31,72830.22,INR,Bank Transfer (NEFT),Pending,0,Project Engineering Contractors,AC-5003,Direct Services Cost (COGS),529886.2271118634,0,620,Fair,52443.69711186344,0,Project Engineering Contractors
INV-2023-10479,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Embassy Office Parks,2023-01-07,2023-03-08,499638.67,89934.96,INR,Bank Transfer (NEFT),Paid,0,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx),690921.245853944,0,526,Very Poor,101347.615853944,0,Office Rent & Coworking Spaces
INV-2023-11367,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,AT&T,2023-01-07,2023-03-08,18704.06,3366.73,INR,Corporate UPI,Paid,0,Internet & Telecom,AC-5016,Operating Expense (OpEx),27929.24708083809,0,575,Very Poor,5858.457080838089,0,Internet & Telecom
INV-2023-14982,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Sodexo,2023-01-08,2023-01-23,80050.45,14409.08,INR,Direct Debit,Paid,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx),120036.85520575174,0,404,Very Poor,25577.32520575174,0,Office Utilities & Janitorial
INV-2023-13262,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Bharti Airtel Business,2023-01-08,2023-02-22,94221.07,16959.79,INR,Corporate Credit Card,Pending,0,Internet & Telecom,AC-5016,Operating Expense (OpEx),117755.96193544375,0,478,Very Poor,6575.101935443738,0,Internet & Telecom
INV-2023-12548,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,EY (Ernst & Young),2023-01-08,2023-02-22,65061.54,11711.08,INR,Direct Debit,Overdue,76,Legal & Accounting Fees,AC-5013,Administrative & General,86936.40493961322,0,469,Very Poor,10163.784939613217,0,Legal & Accounting Fees
INV-2023-13223,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Compass Group,2023-01-08,2023-02-07,29495.96,5309.27,INR,Corporate Credit Card,Overdue,54,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx),35718.05573077487,1,487,Very Poor,912.8257307748681,0,Office Utilities & Janitorial
INV-2023-12935,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,CtrlS Datacenters,2023-01-08,2023-02-22,1141962.14,205553.19,INR,Bank Transfer (RTGS),Paid,0,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS),1371778.2975314115,0,573,Very Poor,24262.967531411618,0,Cloud Compute & Server Hosting
INV-2023-14869,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,LambdaTest,2023-01-08,2023-03-09,92109.32,16579.68,INR,Direct Debit,Paid,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx),131512.62180939395,0,841,Exceptional,22823.621809393946,0,Testing & Monitoring Tools
INV-2023-11943,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Stripe,2023-01-08,2023-03-09,27669.3,4980.47,INR,Bank Transfer (NEFT),Paid,0,Bank & Financial Charges,AC-5014,Administrative & General,36435.659637710974,0,800,Very Good,3785.889637710975,0,Bank & Financial Charges
INV-2023-14080,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,MSEDCL,2023-01-08,2023-01-23,89625.29,16132.55,INR,Direct Debit,Paid,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx),111278.77729060926,0,515,Very Poor,5520.937290609265,0,Office Utilities & Janitorial
INV-2023-13548,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Verizon,2023-01-08,2023-02-07,88855.21,15993.94,INR,Bank Transfer (NEFT),Paid,0,Internet & Telecom,AC-5016,Operating Expense (OpEx),112623.0586935638,0,425,Very Poor,7773.9086935637915,0,Internet & Telecom
INV-2023-13753,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,MosChip Technologies,2023-01-08,2023-01-23,1598073.68,287653.26,INR,Bank Transfer (NEFT),Paid,0,Hardware Emulation & IP Licensing,AC-5001,Direct Services Cost (COGS),1889966.7341241566,0,714,Good,4239.794124156702,0,EDA Tools & Software Licenses
INV-2023-12514,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Embassy Office Parks,2023-01-09,2023-02-08,538147.21,96866.5,INR,Bank Transfer (NEFT),Paid,0,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx),657393.5981793083,0,432,Very Poor,22379.888179308386,0,Office Rent & Coworking Spaces
INV-2023-13584,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,IESA Vision Summit,2023-01-09,2023-01-24,68134.52,12264.21,INR,Direct Debit,Paid,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing,99602.62156588798,0,618,Fair,19203.891565887978,0,Event Sponsorships & Conferences
INV-2023-14102,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Citibank,2023-01-09,2023-03-10,38098.89,6857.8,INR,Bank Transfer (NEFT),Paid,0,Bank & Financial Charges,AC-5014,Administrative & General,51827.922811052646,0,660,Fair,6871.232811052646,0,Bank & Financial Charges
INV-2023-14883,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Tessolve,2023-01-09,2023-01-24,3008787.97,541581.83,INR,Bank Transfer (RTGS),Paid,0,Project Engineering Contractors,AC-5003,Direct Services Cost (COGS),4429723.289219769,0,552,Very Poor,879353.4892197686,1,Project Engineering Contractors
INV-2023-14881,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,Air India,2023-01-09,2023-02-23,91151.04,16407.19,INR,Bank Transfer (NEFT),Paid,0,Travel & Lodging,AC-5012,Travel & Entertainment,126020.4921889872,0,770,Very Good,18462.262188987213,0,Travel & Lodging
INV-2023-12680,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Sodexo,2023-01-09,2023-02-08,54677.42,9841.94,INR,Corporate Credit Card,Paid,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx),68544.4853055858,0,307,Very Poor,4025.125305585798,0,Office Utilities & Janitorial
INV-2023-13410,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Cyient,2023-01-09,2023-01-24,647730.99,116591.58,INR,Bank Transfer (RTGS),Overdue,27,Project Engineering Contractors,AC-5003,Direct Services Cost (COGS),859889.7882572259,0,670,Fair,95567.21825722589,0,Project Engineering Contractors
INV-2023-14192,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,NTT Communications,2023-01-09,2023-01-24,21657.2,3898.3,INR,Corporate Credit Card,Pending,0,Internet & Telecom,AC-5016,Operating Expense (OpEx),29452.33274424555,0,781,Very Good,3896.8327442455475,0,Internet & Telecom
INV-2023-10063,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,Oberoi Group,2023-01-09,2023-02-23,61224.57,11020.42,INR,Corporate Credit Card,Overdue,14,Travel & Lodging,AC-5012,Travel & Entertainment,77022.65269940959,0,397,Very Poor,4777.662699409591,0,Travel & Lodging
INV-2023-11246,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,LambdaTest,2023-01-09,2023-01-24,26402.44,4752.44,INR,Corporate Credit Card,Paid,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx),33679.6459484265,0,777,Very Good,2524.7659484265014,0,Testing & Monitoring Tools
INV-2023-11933,Silicon Interfaces,VLSI Division,VLSI Lab & Validation,CC-VLSI-LAB,Rohde & Schwarz,2023-01-10,2023-02-09,1054849.88,189872.98,INR,Bank Transfer (RTGS),Paid,0,Lab Equipment & Testing Services,AC-5002,Direct Services Cost (COGS),1171445.9719993,0,416,Very Poor,-73276.88800069995,0,Lab Equipment & Testing Services
INV-2023-14543,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,HCL Infosystems,2023-01-10,2023-02-09,242426.08,43636.69,INR,Corporate Credit Card,Paid,0,Hardware & Workstations,AC-5015,Operating Expense (OpEx),309601.4406808902,0,758,Very Good,23538.670680890238,0,Hardware & Workstations
INV-2023-12216,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Google Ads,2023-01-10,2023-02-24,296.38,0.0,USD,Wire Transfer,Overdue,75,Digital Advertising & PR,AC-5010,Sales & Marketing,349.93352535788745,0,350,Very Poor,53.55352535788745,0,Digital Advertising & PR
INV-2023-11998,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Mindgrove Technologies,2023-01-10,2023-03-11,1058261.81,190487.13,INR,Bank Transfer (NEFT),Paid,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS),1507400.5249002196,0,553,Very Poor,258651.58490021958,0,EDA Tools & Software Licenses
INV-2023-12451,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,Air India,2023-01-10,2023-02-24,151387.99,27249.84,INR,Direct Debit,Paid,0,Travel & Lodging,AC-5012,Travel & Entertainment,174323.9350188384,0,663,Fair,-4313.8949811615785,0,Travel & Lodging
INV-2023-11667,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,HCL Infosystems,2023-01-10,2023-02-09,843399.13,151811.84,INR,Bank Transfer (NEFT),Paid,0,Hardware & Workstations,AC-5015,Operating Expense (OpEx),1205924.4190095228,0,549,Very Poor,210713.44900952277,0,Hardware & Workstations
INV-2023-14449,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Awfis Space Solutions,2023-01-10,2023-02-24,471482.87,84866.92,INR,Corporate Credit Card,Paid,0,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx),662750.8763075097,0,520,Very Poor,106401.08630750973,0,Office Rent & Coworking Spaces
INV-2023-10059,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,Singapore Airlines,2023-01-10,2023-03-11,198192.84,35674.71,INR,Bank Transfer (NEFT),Paid,0,Travel & Lodging,AC-5012,Travel & Entertainment,227730.2393178356,0,437,Very Poor,-6137.310682164396,0,Travel & Lodging
INV-2023-14439,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,HSBC,2023-01-10,2023-02-09,45634.33,8214.18,INR,Corporate Credit Card,Paid,0,Bank & Financial Charges,AC-5014,Administrative & General,53639.993585871416,1,305,Very Poor,-208.5164141285859,0,Bank & Financial Charges
INV-2023-13888,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,InCore Semiconductors,2023-01-10,2023-01-25,2222657.14,400078.29,INR,Bank Transfer (NEFT),Paid,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS),3272993.4617333584,0,554,Very Poor,650258.0317333583,0,EDA Tools & Software Licenses
